"","id","txt","date","like","video","reply","re_reply"
"11","zipobby","#제주분식 #제주맛집
제주도왔으니 모당모당이랑 돔베고기, 전복김밥은 먹어줘야지!?
.
.
.
제주분식
주소:제주시 귀아랑길 23
전화번호:064-726-2120
.
.
#제주동문시장#제주공항맛집#제주시청맛집#제주공항근처맛집#연동카페#제주도맛집#연동제주분식#제주도그램#노형동카페#제주도여행","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"12","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>knit 32,000->15,000

free

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 4개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"13","dream_30___","-

-

괜찮아,<U+0001F34A>
뷰가 멋잇었잖아 <U+0001F30A>

-","2021년 3월 19일","좋아요 7개",NA,"#제주도#제주도여행#제주여행#제주일상#제주가볼만한곳#제주도맛집#제주도감귤#여행스타그램#일상공유#일상소통그램#맞팔#자유여행#즉흥여행#자전거#등산#캠핑#캠핑장#글램핑#펜션#여행에미치다#여행지추천#여행기록#여행다녀왔습니다#여행소통#맛집투어#맛집탐방",NA
"14","cocoing14","3/8~3/9 단 이틀동안 190만원♥<U+FE0F>
3월달도 수익 쭉쭉!
<U+2800>
ㅋㅗㅋㅗㄱㅏ ㅎㅏㄴㅡㄴ ㅂㅜㅇㅓㅂㅇㅡㄴㅇㅛ
ㅈㅣㅂㅇㅔㅅㅓ ㅎㅏㄹㅜ ㅎㅏㄴㅅㅣㄱㅏㄴㅁㅏㄴ ㅍㅗㄴ ㅂㅗㅁㅕㄴ
ㅁㅐㄷㅏㄹ ㄲㅜㅈㅜㄴㅎㅣ ㅊㅓㄴㅁㅏㄴㅇㅝㄴㅇㅡㄴ ㄱㅓㄸㅡㄴㅎㅣ ㅂㅓㄴㅡㄴ ㅂㅜㅇㅓㅂㅇㅣㅇㅔㅇㅛ~
<U+2800>
ㅈㅔㄷㅐㄹㅗ ㄷㅚㄴ ㅂㅏㅇㅂㅓㅂㅁㅏㄴ ㅈㅏㄹ ㅇㅏㄴㄷㅏㅁㅕㄴ
ㅍㅕㄴㅎㅏㄱㅔ ㄴㅜㅇㅝㅅㅓ 1ㅅㅣㄱㅏㄴㅈㅓㅇㄷㅗㅁㅏㄴ ㅎㅠㄷㅐㅍㅗㄴ ㄷㅜㄷㅡㄹㄱㅣㅁㅕㄴ
ㅎㅏㄹㅜㅇㅔ 80ㅁㅏㄴㅇㅝㄴ? ㅎㅏㄹㅜㅇㅔ 160ㅁㅏㄴㅇㅝㄴ??
ㄱㅏㄴㅡㅇㅎㅏㅈㅛ!!<U+0001F44D>
<U+2800>
ㄱㅓㅈㅣㅅ ㅅㅜㅇㅣㄱㅇㅣㄴㅈㅡㅇ, ㅅㅗㄴㅅㅗㅌㅗㅇ, ㅍㅏㄹㄹㅗㅇㅝ ㄴㅡㄹㄹㅣㄱㅣ
ㅇㅣㄹㅅㅏㅇㅅㅏㅈㅣㄴ ㅇㅗㄹㄹㅣㄱㅣ, ㄱㅖㅈㅓㅇ ㅇㅕㄹㅓㄱㅐ ㅍㅣㄹㅇㅛ ㅇㅓㅄㅇㅓㅇㅛ!
ㄱㅡㄹㅓㄴㄱㅓ ㅇㅣㄹㅈㅓㄹ ㅇㅏㄴㅎㅐㄷㅗ
ㅋㅗㅋㅗ ㄴㅗㅎㅏㅇㅜㅁㅕㄴ ㅅㅜㅇㅣㄱ ㅁㅏㄴㅅㅏ OK<U+0001F4A1>
<U+2800>
ㅅㅣㄱㅏㄴㄴㅏㅇㅂㅣㄴㅡㄴ ㅇㅣㅈㅔ ㄱㅡㅁㅏㄴ!
ㄱㅡㄹㅓㅎㄱㅔ ㅇㅏㄴㅎㅐㄷㅗ ㅅㅜㅇㅣㄱㄴㅐㄴㅡㄴ ㄱㅣㄹㅇㅣ ㅇㅣㅆㅇㅓㅇㅛ!
<U+2800>
ㅋㅗㅋㅗㄴㅡㄴ ㄱㅡ ㅂㅏㅇㅂㅓㅂㅇㅡㄹ ㄴㅓㅁㅜㄴㅏㄷㅗ ㅈㅏㄹ ㅇㅏㄹㄱㅗ ㅇㅣㅆㅇㅓㅇㅛ
ㅈㅓ ㅁㅣㄷㄱㅗ ㄸㅏㄹㅏㅇㅘㅂㅗㅅㅔㅇㅛ
ㅌㅓㅇㅈㅏㅇ? ㅃㅏㅇㅃㅏㅇㅎㅏㄴ ㅌㅗㅇㅈㅏㅇ ㄷㅚㄴㅡㄴㄱㅓ ㅅㅜㄴㅅㅣㄱㄱㅏㄴㅇㅣㅈㅛ
ㅊㅗㄱㅣㅂㅣㅇㅛㅇㅎㅚㅅㅜ ㄱㅡㅁㅂㅏㅇ!
ㅊㅗㄱㅣㅂㅣㅇㅛㅇㅇㅢ ㅁㅕㅊㅅㅣㅂㅂㅐ ㄱㅡㅁㅂㅏㅇ ㅂㅓㄹ ㅅㅜ ㅇㅣㅆㅇㅓㅇㅛ!
<U+2800>
ㅋㅗㅋㅗㄹㅏㅇ ㄱㅏㅌㅇㅣ ㄷㅗㄴ ㅂㅓㄹㅇㅓㅂㅘㅇㅛ
ㅍㅡㄹㅗㅍㅣㄹㅇㅔ ㅇㅗㅍㅡㄴㅊㅐㅌㅣㅇㅇㅡㄹㅗ ㅁㅜㄴㅇㅢㅈㅜㅅㅔㅇㅛ~
<U+2800>
<U+25AA><U+FE0F>ㅋㅗㅋㅗㅁㅏㄴㅇㅢ ㅅㅟㅂㄱㅗ ㅎㅘㄱㅅㅣㄹㅎㅏㄴ ㄴㅗㅎㅏㅇㅜㄹㅗ ㅁㅐㄷㅏㄹ ㅊㅓㄴㅁㅏㄴㅇㅝㄴ ㅇㅣㅅㅏㅇ ㅅㅜㅇㅣㄱ
<U+25AA><U+FE0F>ㅇㅣㄴㄱㅔX ㅍㅏㄹㄹㅝX ㅅㅗㄴㅅㅗㅌㅗㅇX ㅍㅗㅌㅗㅅㅑㅂX ㅂㅡㄹㄹㅗㄱㅡX ㄴㅗㄱㅏㄷㅏ ㄷㅐㅅㄱㅡㄹㄷㅏㄹㄱㅣX
<U+25AA><U+FE0F>ㅇㅣㄹㅅㅏㅇㅅㅏㅈㅣㄴ ㅍㅣㄹㅇㅛㅇㅓㅄㅇㅓㅇㅛ~ ㄱㅖㅈㅓㅇ ㄲㅜㅁㅣㅈㅣ ㅇㅏㄶㅇㅏㄷㅗ ㄷㅚㅇㅛ~
<U+25AA><U+FE0F>1:1 ㅁㅣㄹㅊㅏㄱ ㅋㅔㅇㅓㄹㅗ ㅎㅜㅂㅐ ㅅㅜㅇㅣㄱ ㅊㅐㄱㅇㅣㅁㅈㅣㅂㄴㅣㄷㅏ
<U+25AA><U+FE0F>ㄱㅏㅈㅗㄱㅊㅓㄹㅓㅁ ㅍㅕㄴㅇㅏㄴㅎㅏㄱㅔ ㅇㅕㄴㄹㅏㄱㅎㅏㄴㅡㄴ ㅁㅔㄴㅌㅗ
<U+2800>
#ㅇㅏㅈㅣㅌㅡㅅㅑㅂㅁㅔㄴㅌㅗ
#ㅇㅏㅈㅣㅌㅡㅅㅑㅂㅋㅗㅋㅗ","2021년 3월 19일","좋아요 1개",NA,":)","@cocoing14 #대학생부업 #직장인부업 #직장인투잡 #투잡 #투잡추천 #부업추천 #부업문의 #인스타부업 #인스타알바 #알바모집 #폰부업 #영수증부업 #쇼핑몰부업 #제주도맛집 #제주맛집 #한강진맛집 #한강공원 #여의도맛집 #인사동맛집 #연남동맛집 #연남동카페 #카페스타그램 #카페인테리어 #미니멀리즘 #미니멀룩 #미니타투"
"15","sugartop",NA,NA,"좋아요 17개",NA,NA,NA
"16","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>knit 20,000->7,000

knit
ㅊㅗㅇ ㄱㅣㅈㅏㅇ 68

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 5개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"17","soyamii1",".
애월 로드129
성게크림파스타
흑돼지함박스테이크
흑돼지치즈돈까스
훅돼지수제돈까스
해물야끼소바
.
전메뉴 포장가능
사전 전화주문시 빠른포장 가능하세요
01030766122
.#애월맛집#제주맛집#애월읍맛집#애월항맛집#제주애월점심#애월맛집추천#제주애월맛집#애월점심추천#애월밥집#제주현지인맛집#제주도민추천맛집#제주도현지인맛집#도민맛집#제주혼밥#제주시맛집#제주도맛집#금능맛집#한림맛집#협재맛집#협재해수욕장맛집#곽지해수욕장맛집#더럭분교맛집#애월해안도로#제주서쪽맛집#애월데이트코스#새별오름#애월카페#제주데이트코스","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"18","fff__ood","공항가기전에 기념품을 못샀는데
다행히 근처에 선물세트로 파는 타르트집이 있어서 바로 겟!!
가족들이 너무 맛있다고 좋아하네요 ㅎㅎ !!

#제주도카페
#제주도맛집 #제주핫플 #제주공항근처카페 #jeju
#jejudo #제주타르트 #제주맛집 #제주카페
#타르트맛집 #제주도여행 #제주공항카페 #섬타르
#제주선물 #제주카페투어 #제주도카페추천 #제주도타르트
#제주도카페맛집#제주시카페#제주공항근처맛집#제주도여행","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"19","batanam0926","제주유메이우동
소고기우동 곱창우동 찐맛집
.
.
.
.
.

#제주살이#제주한달살기#도민맛집#제주도민맛집#유메이우동#제주유메이우동#월정리유메이우동#월정리#월정리맛집#제주월정리맛집#제주맛집#제주도맛집#제주여행#데일리#소고기우동#소고기카레우동#곱창우동#우동맛집#성산일출봉맛집#구좌맛집#함덕맛집#함덕해수욕장맛집#애월맛집#제주아쿠아플라넷맛집
#한림맛집#제주한림맛집#제주협재맛집#협재맛집","2021년 3월 19일","좋아요 5개",NA,NA,NA
"20","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>knit 29,000->15,000

knit
ㅇㅓㄲㅐ 34, ㄱㅏㅅㅡㅁ 33, ㅅㅗㅁㅐ 60, ㅊㅗㅇ ㄱㅣㅈㅏㅇ 54

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 2개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"21","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>skirt 27,000->9,000

skirt
ㅎㅓㄹㅣ 34, ㅎㅣㅂ 41, ㅊㅗㅇ ㄱㅣㅈㅏㅇ 46

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 6개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"22","dream_30___","-

-

너무나 만족스러웠던,
제주도 어딘가 <U+0001F6EB>

-","2021년 3월 19일","좋아요 6개",NA,"#제주도#제주도여행#제주도맛집#제주맛집#여행스타그램#여행에미치다#여행#여행지추천#여행사진#캠핑#캠핑장#차박#글램핑#여행기록#일상#소통#공유#맞팔#일상기록#여행스타그램<U+2708><U+FE0F>#등산#자전거#헤어#맛집투어#맛집여행#맛집탐방#맥주#맥주스타그램",NA
"23","jeju_berry","#제주라울#라울48#제주도#박수기정#제주레스토랑#제주도맛집#서귀포맛집#대평포구#오설록#와인#제주#맛스타그램#제주여행#먹방#대평리맛집#산방산#제주맛집투어#서귀포레스토랑#중문관광단지#중문맛집#대평리#카멜리아힐#raul48#올레길#jeju#티본스테이크#안덕계곡#서귀포파스타#제주파스타#steak","2021년 3월 19일","좋아요 5개",NA,NA,NA
"24","jeju_berry","#제주라울#라울48#제주도#박수기정#제주레스토랑#제주도맛집#서귀포맛집#대평포구#오설록#와인#제주#맛스타그램#제주여행#먹방#대평리맛집#산방산#제주맛집투어#서귀포레스토랑#중문관광단지#중문맛집#대평리#카멜리아힐#raul48#올레길#jeju#티본스테이크#안덕계곡#서귀포파스타#제주파스타#steak","2021년 3월 19일","좋아요 4개",NA,NA,NA
"25","ceonjiha486",".
진한 돼지육수에 제주산 생 돼지고기를 삶아 편육을
올려낸 제주고기국수.
@imdeoghong9

삼무국수 본점
제주 제주시 삼무로3길 46-1
영업시간 : 매일 08:00 ~ 23:00
2,4째주 화요일 휴무
064 711 5656


#제주도고기국수#제주고기국수#고기국수#삼무국수#제주도맛집#제주맛집#고기국수맛집#제주도공항맛집#제주공항맛집#제주현지인맛집#제주연동맛집#제주고기국수맛집#제주공항고기국수#제주공항근처맛집#제주공항근처고기국수#맞팔하기#좋아요폭탄#좋아요굿#댓글반사#맞팔은댓#맞팔은댓글","2021년 3월 19일","좋아요 1개",NA,NA,NA
"26","aribbon_","절개포인트스커트

s, m 진행해요 !","2021년 3월 19일","좋아요 8개",NA,"/","@aribbon_
#광주옷가게 #동명동 #제주도카페 #제주도맛집 #경주카페 #맞팔 #대구카페 #선팔 #좋아요 #천안옷가게 #데일리템 #데일리룩 #순천옷가게 #어리본 #대구옷가게 #청주옷가게 #청주카페 #대전카페 #순천맛집 #순천카페 #진주카페 #대전옷가게 #진주옷가게 #동명동맛집 #목포카페 #담양카페 #부산카페 #여수옷가게 #여수카페 #청주지하상가"
"27","jbbqsomething","#JBBQSOMETHING #jbbqsomething
#제이비비큐썸씽
#ㅎㅏㄱㅅㅔㄴ #ㅎㅏㄱㅅㅔㄴㅁㅏㅅㅈㅣㅂ #ㅈㅔㅈㅜㄷㅗㅎㅏㄱㅅㅔㄴ #ㅈㅔㅈㅜㅎㅏㄱㅅㅔㄴ
#ㅁㅏㅅㅈㅣㅂ #ㅈㅔㅈㅜㄷㅗㅁㅏㅅㅈㅣㅂ #ㅂㅏㄷㅏㄱㅏㅂㅗㅇㅣㄴㅡㄴㅁㅏㅅㅈㅣㅂ #ㅁㅏㄹㅏㄷㅗㅅㅓㄴㅊㅏㄱㅈㅏㅇ #ㅅㅗㅇㅇㅏㄱㅅㅏㄴㅁㅏㅅㅈㅣㅂ #ㅈㅔㅈㅜㄷㅗㅅㅗㅇㅇㅏㄱㅅㅏㄴ #ㅁㅏㄹㅏㄷㅗㅅㅓㄴㅊㅏㄱㅈㅏㅇ #ㅁㅏㄹㅏㅎㅐㅇㅑㅇㄱㅜㄴㄹㅣㅂㄱㅗㅇㅇㅝㄴ #ㅎㅏㄴㄹㅏㅅㅏㄴㄷㅗㅂㅗㅇㅣㄴㅡㄴㄱㅗㅅ
#BBQ #bbq #생맥주 #맥주

*** 제주 송악산 맛집 제이비비큐썸씽 ***

JBBQ SOMETHING

제주특별자치도 서귀포시 대정읍 형제해안로 316

대정읍 상모리 133-1

영업시간 10:00 - 20:00

064-794-5804","2021년 3월 19일","좋아요 1개",NA,NA,NA
"28","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>knit 30,000->10,000

knit
ㅇㅓㄲㅐ 50, ㄱㅏㅅㅡㅁ 45, ㅅㅗㅁㅐ 56, ㅊㅗㅇ ㄱㅣㅈㅏㅇ 71

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 7개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"29","soyamii",".
애월 로드129
성게크림파스타
흑돼지함박스테이크
흑돼지치즈돈까스
훅돼지수제돈까스
해물야끼소바
.
전메뉴 포장가능
사전 전화주문시 빠른포장 가능하세요
01030766122
.#애월맛집#제주맛집#애월읍맛집#애월항맛집#제주애월점심#애월맛집추천#제주애월맛집#애월점심추천#애월밥집#제주현지인맛집#제주도민추천맛집#제주도현지인맛집#도민맛집#제주혼밥#제주시맛집#제주도맛집#금능맛집#한림맛집#협재맛집#협재해수욕장맛집#곽지해수욕장맛집#더럭분교맛집#애월해안도로#제주서쪽맛집#애월데이트코스#새별오름#애월카페","2021년 3월 19일","좋아요 1개",NA,NA,NA
"30","crabpot_","#크랩팟테우
제주의 바다 근처에서 킹크랩, 랍스타 등을 맛볼수 있는 신상 맛집!
속이 꽉차고 통통한 킹크랩 등을 먹을 수 있다는데 안갈 수 있나요??
맛있는 요리도 사랑하는 사람과 함께 먹어야 더 맛있다고!
함께 방문하셔서 맛있는 요리를 즐겨보세요 >_<

*[위치] 제주 제주시 테우해안로 106
*[문의] 010-5691-0019

#제주맛집 #제주도맛집 #제주시맛집 #이호테우해변맛집 #이호테우해변 #제주시내맛집 #제주공항맛집 #제주핫플 #제주먹방 #제주맛집추천 #제주킹크랩 #제주대게 #제주해산물 #연동맛집 #노형동맛집 #제주해산물맛집 #크랩팟","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"31","youngdumbyouth_sale","check!<U+0001F447><U+0001F3FB>
<U+2022>pants 30,000->15,000

pants
ㅎㅓㄹㅣ 36, ㅁㅣㅌㅇㅟ 32, ㅎㅓㅂㅓㄱㅈㅣ 26, ㅎㅣㅂ 50, ㅊㅗㅇ ㄱㅣㅈㅏㅇ 99

ㄱㅜㅁㅐ ㅁㅜㄴㅇㅢ dm<U+0001F90D>","2021년 3월 19일","좋아요 6개",NA,"<U+0001F9F7>","@youngdumbyouth_sale #빈티지#빈티지패션#여성빈티지#세컨핸드#여자코디#제주도맛집#고양이#부산카페#패션#소통#일상#데일리#좋아요#옷스타그램#오오티디#부산빈티지#동묘#빈티지룩#수입빈티지#코트#니트#원피스#버버리#청바지#가디건#슬리브리스#부츠"
"32","hamduk.lazyhouse","- 제주도의 핫한 함덕해변
독채형 가족펜션인 게으르게펜션 입니다.
.
바쁜 일상에서 잠시 게으름으로 힐링해 보세요. ^^
.
함덕에는 맛집도 많고 가까운곳에 서우봉, 에코랜드등 많은 명소가 있습니다.
.
.
.
#제주도펜션 #제주펜션 #함덕펜션 #함덕해수욕장펜션 #게으르게펜션 #함덕해변펜션 #조천펜션 #서우봉 #에코랜드 #함덕숙박 #조천숙박 #제주도숙박 #함덕독채펜션 #제주도독채펜션 #제주공항펜션 #함덕해변 #함덕해수욕장 #함덕맛집 #선팔하면맞팔가요 #맞팔해요 #제주도맛집","2021년 3월 19일","좋아요 3개",NA,NA,NA
"33","silver1830","해물라면 비쥬얼 <U+0001F44D><U+0001F44D>

#제주도 #제주도여행 #제주도맛집 #협재해녀의집 #해물라면 #문어숙회","2021년 3월 19일","좋아요 4개",NA,NA,NA
