"","id","txt","date","like","video","reply","re_reply"
"11","leesiyeon2235","[창업]♡♡한 계단 높은 이상을 꿈꾸는 그대에게 자랑하고 싶은 홍보 노하우.

#애견인맞팔 #선팔하면맞팔 #선팔 #선팔환영 #선팔맞팔 #선팔100 #선팔좋아요 #선팔후댓글 #맞팔선팔
#선팔맞팔환영 #선팔하면맞팔가요 #선팔후맞팔 #선팔은맞팔 #맞팔선팔환영 #선팔로우 #맛집 #서면맛집 #강남맛집 #맛집추천
#홍대맛집 #이태원맛집 #부산맛집 #맛집스타그램 #제주도맛집 #대구맛집 #서울맛집 #해운대맛집 #제주맛집 #맛집탐방","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"12","hadori.woong","#도민맛집 #명천해장국 에서
#선지해장국 맛나게먹기 ㅎㅎㅎ

#제주도맛집 #세화리맛집 #구좌읍맛집
#제주맛집 #제주도해장국 #세화맛집
#제주도 #세화리 #구좌읍","2021년 3월 19일","좋아요 1개",NA,NA,NA
"13","borabora5287","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"14","shagolov78","<U+0001F496>내 인생돈까스 찾음<U+0001F496>
흑돼지돈까스, 흑돼지치즈돈까스
흑돼지함박돈까스, 성게크림파스타
다 맛있음 매일 먹고싶은데<U+2049>
크림베이스에 성게알 넘 잘어울림<U+3030>
<U+2800>
@@돈까스러버들이 인정함<U+0001F44F><U+0001F3FB><U+0001F44F><U+0001F3FB>
<U+2800>
<U+0001F4CD>제주 제주시 애월읍 애월로 129 로드129
<U+0001F4CD>11:00 - 20:00
<U+2800>
#애월맛집 #제주도맛집 #제주핫플레이스 #제주도여행 #제주맛집 #제주가볼만한곳
#애월맛집추천 #애월돈까스 #애월데이트코스 #제주애월맛집","2021년 3월 19일",NA,"조회 127회","<U+0001F525><U+2764><U+FE0F>",NA
"15","borabora5287","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"16","hw_911223","#문어아저씨 #제주함덕맛집 #제주도맛집","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"17","borabora5287","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"18","ckjbodkjeo","<U+2728>모든 메뉴가 완벽함<U+2728>
성게크림파스타 필수임ㅠ
크림베이스에 성게알 뙇<U+3030>
돈까스는 말해모해<U+2049>
<U+2800>
@@돈까스 먹을랭? 파스타 먹을랭?
<U+2800>
<U+0001F4CD>제주 제주시 애월읍 애월로 129 로드129
<U+0001F4CD>11:00 - 20:00
<U+2800>
#애월맛집 #제주도맛집 #제주핫플레이스 #제주도여행 #제주맛집 #제주가볼만한곳
#애월맛집추천 #애월돈까스 #애월데이트코스 #제주애월맛집","2021년 3월 19일",NA,"조회 172회",NA,NA
"19","borabora5287","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"20","leesiyeon2235","[창업]♡♡한 계단 높은 이상을 꿈꾸는 그대에게 자랑하고 싶은 홍보 노하우.

#애견인맞팔 #선팔하면맞팔 #선팔 #선팔환영 #선팔맞팔 #선팔100 #선팔좋아요 #선팔후댓글 #맞팔선팔
#선팔맞팔환영 #선팔하면맞팔가요 #선팔후맞팔 #선팔은맞팔 #맞팔선팔환영 #선팔로우 #맛집 #서면맛집 #강남맛집 #맛집추천
#홍대맛집 #이태원맛집 #부산맛집 #맛집스타그램 #제주도맛집 #대구맛집 #서울맛집 #해운대맛집 #제주맛집 #맛집탐방","2021년 3월 19일","좋아요 1개",NA,NA,NA
"21","borabora5287","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"22","zziiya_k",":)
Nutty Cloud & Cannele","2021년 3월 19일","좋아요 5개",NA,"#제주 #제주도 #성산 #제주맛집 #성산맛집 #제주도맛집 #제주카페 #성산카페 #제주도카페 #도렐 #카페도렐제주 #카페도렐 #까눌레 #너티클라우드",NA
"23","jival_1213","맛있는 먹거리 정보 알려드릴께요~~<U+0001F917>
.
.
제주 여행시 헛걸음 하지 않게 해드리려 자체 홍보하고
있는 지발레스토랑 입니다~<U+0001F60A>
.
비주얼 위주의 식사로 실망을 안겨 드리기 보다
가족 및 연인 들이 만족할수 있는 메뉴로 이루어져
있어서 편하게 식사 하실수 있게 준비되어 있습니다~<U+0001F618>
.
제주도 오실기회 되시면 지발(제발)
지발로(자기발로) 제주 지발 로 찾아주시면
맛있게 배불게 해드릴께요~~<U+0001F60B>
.
모든 음식이 수제로 만들어 지는 지발레스토랑은
.
<U+21D8> 아침마다 구워지는 식전빵+망고버터<U+0001F950>
<U+21D8> 직접 재배한 샐러드야채 <U+0001F957>
<U+21D8> 드레싱과 소스를 직접 만들고<U+0001F959>
<U+21D8> 주문과 동시에 파스타면을 삶아요<U+0001F35D>
<U+21D8> 약 20대 수용가능한 주차장완비<U+0001F697>
<U+21D8> 레스토랑은 물론 카페까지<U+2615>
.#제주도 #제주
.
OPEN. am 12:00 - pm 09:00
Break Time. 15:30 - 17:00
.
<U+0001F380> 매주수요일 휴무 <U+0001F380>
소중한발걸음 착오없으시게, 참고해주세요<U+2764>
.
#제주도가족여행 #제주흑돼지맛집 #애월맛집 #애월읍맛집 #애월 #제주도맛집 #제주맛집
#애월맛집추천 #애월해안도로 #애월해안도로맛집 #제주해물라면 #한담맛집 #한담해안산책로 #한림맛집 #협재맛집 #서귀포신시가지맛집 #카멜리아힐 #오설록맛집 #애월해물라면 #제주도파스타 #제주도피자 #동문시장
#제주공항맛집 #제주공항근처맛집 #제주여행 #제주렌트카 #제주혼밥 #혼밥","2021년 3월 19일","좋아요 1개",NA,NA,NA
"24","hong_k.i.n.g","제주도 오자마자 바로 시작 ㅋㅋㅋㅋ
이틀동안 얼마나 먹는지 한번보자 ㅋㅋ
처음은 고기국수에 수육으로 가즈아~~
맛집만 간다

#골막국수#고기국수#제주도#제주도맛집#제주도여행#제주도맛집추천#맛집#맛집추천#맛집쟁이#맛집탐방#맛집소개#블로거#블로그#인친#서이추#데일리그램#먹방","2021년 3월 19일","좋아요 26개",NA,"과하다?",NA
"25","phad_thai_maan","오늘도 최선을 다하겠습니다.정상영업합니다.
재료소진 시 조기마감합니다~
.
#팟타이만 #phadthaimaan #팟타이 #phadthai #<U+0E1C><U+0E31><U+0E14><U+0E44><U+0E17><U+0E22> #padthai #팟씨유 #<U+0E1C><U+0E31><U+0E14><U+0E0B><U+0E35><U+0E2D><U+0E34><U+0E4A><U+0E27> #쌀국수 #볶음쌀국수 #땡모반 #<U+0E41><U+0E15><U+0E07><U+0E42><U+0E21><U+0E1B><U+0E31><U+0E48><U+0E19> #월정리팟타이만 #월정리팟타이 #구좌읍맛집 #태국 #태국음식 #thaifood #thailand #팟타이맛집 #제주맛집 #제주도맛집 #월정리맛집 #월정맛집 #월정리 #월정리해변 #제주스타그램 #제주여행 #제주도 #먹스타그램","2021년 3월 19일","좋아요 4개",NA,NA,NA
"26","sunitable_jeju","#수니테이블 #오픈
3.19 금요일 <U+0001F495> 수니테이블 오픈합니다 (*´<U+FE36>`*) .
맛있는 식사하러 오세요 <U+0001F60A>

<U+0001F3E0> 제주시 구좌읍 문주란로 33-1
#제주 #제주도 #제주도동쪽 #제주여행 #제주도맛집 #구좌읍맛집 #하도리맛집 #sunitable #혼밥맛집 #혼밥식당 #굿키드존 #감자탕맛집 #떡볶이맛집 #먹스타그램 #종달리맛집 #세화리맛집 #평대리맛집 #구좌맛집 #하도맛집 #구좌읍 #하도리 #하도리식당 #제주맛집 #하도리밥집 #제주찐맛집","2021년 3월 19일","좋아요 9개",NA,NA,NA
"27","dawagalbijjim","고객님의 소중한 사진 감사합니다<U+0001F495>
.
.
<U+2757>매주 화요일은 휴무<U+2757>
<U+0001F337>영업시간: 오전11:00 - 오후9시까지(포장가능) <U+0001F337>예약&주문: 064-744-5543, 010-3698-8824
<U+0001F340>찾아오는길: 서귀포시 안덕면 녹차분재로59번길6","2021년 3월 19일","좋아요 282개",NA,"<U+2764><U+FE0F>","@dawagalbijjim #제주맛집 #제주도맛집 #제주도매운갈비찜 #제주현지인맛집 #제주도민맛집 #다와매운갈비찜 #서귀포맛집 #카멜리아힐맛집 #신화월드맛집 #제주숨은맛집 #제주맛집추천 #새별오름맛집 #오설록맛집 #안덕맛집 #용머리해안맛집 #제주맛집추천 #오설록맛집추천 #안덕맛집추천 #제주도가볼만한곳 #제주가성비맛집 #제주항공우주박물관맛집 #제주오설록맛집 #제주핫플 #제주핫플레이스 #제주유리의성맛집 #유리의성맛집 #맛스타그램 #맛있다그램 #인스타푸드 #foodphotography #foodie"
