"","id","txt","date","like","video","reply","re_reply"
"11","jisoning","<U+0001F33C><U+0001F33C><U+0001F33C><U+0001F33C><U+0001F33C><U+0001F33C>","2021년 3월 19일",NA,"조회 2회","<U+2601><U+FE0F>","@jisoning #인스타그램#일상#데일리#데일리그램#데일리룩#instagood#instadaily#daily#dailylook#좋아요#패션#데일리패션#fashion#셀카#셀피#selfie#selca#셀스타그램#오오티디#ootd#제주도여행#제주도맛집#보롬왓#boromwat#서귀포카페#제주도카페#유채꽃밭#제주유채꽃명소#제주유채꽃카페"
"12","food.man86","제주 애월해안도로
바다보면서 카레 먹는곳 <U+0001F44D>
예쁜 카레와 토핑 그득한!^^
맛도 최공~~
<U+0001F61C>
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주밥집추천#짬뽕카레 #제주맛집#새별오름맛집 #제주맛집추천 #제주오션뷰맛집 #항몽유적지맛집#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#화조원맛집#제주혼밥추천#애월밥집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#애월혼밥추천#제주점심추천#981파크맛집","2021년 3월 19일","좋아요 1개",NA,NA,NA
"13","crabpot_","#크랩팟테우
22일 오픈! 완.전! 신상 맛집!
이름부터 비주얼까지 핫플조짐 보이는 크랩맛집입니다 :-)

*[위치] 제주 제주시 테우해안로 106
*[문의] 010-5691-0019

#제주맛집 #제주도맛집 #제주시맛집 #이호테우해변맛집 #이호테우해변 #제주시내맛집 #제주공항맛집 #제주핫플 #제주먹방 #제주맛집추천 #제주킹크랩 #제주대게 #제주해산물 #연동맛집 #노형동맛집 #제주해산물맛집 #크랩팟","2021년 3월 19일","가장 먼저 
좋아요
를 눌러보세요",NA,NA,NA
"14","jeju_arvo","벚꽃이 피는 계절이에요! 아르보 앞에도 벚꽃이 피기 시작했답니다~ <U+0001F338>
테라스에서 보이는 벚꽃이 참 이뻐요!
.
.
.","2021년 3월 19일","좋아요 3개",NA,"#연동맛집 #제주연동카페 #제주도브런치 #제주시카페 #제주공항근처 #제주도수제버거 #제주도맛집 #제주도 #제주도여행 #벚꽃맛집 #제주연동 #아르보 #메종글래드제주",NA
"15","xltbakstp3562","광고

제주왔음 제주흑돼지는 무조건이지<U+0001F437>

규모가 매우커서 거리두기 철저해 코로나 걱정도 끝<U+0001F44A>
애월해안도로에 위치해있어 애월바다를 바라보며 로맨틱한 식사<U+2764><U+0001F4AF>
N예약 후 리뷰 작성 시 누릉지탕 증정이벤트<U+0001F386>

제주흑돼지맛집 ""코시롱"" 으로 당장 GoGo!!

<U+2666><U+FE0F> 제주 제주시 애월읍 애월해안로 656

#코시롱

#애월맛집#제주흑돼지맛집#애월해안도로맛집#애월읍맛집#애월맛집추천#애월흑돼지맛집#제주애월맛집#제주도흑돼지#제주흑돼지#제주도맛집","2021년 3월 19일",NA,"조회 8회","<U+0001F44F><U+0001F44F>",NA
"16","aewolzzim","후기 감사합니다.

<U+2022> <U+2022> <U+2022> <U+2022> <U+2022> <U+2022>
#애월찜 #애월맛집 #제주맛집 #제주도맛집 #제주도공항근처맛집

제주도 애월찜
오늘 먹은 것 중에 젤 낫다!","2021년 3월 19일","좋아요 96개",NA,"#애월고깃집 #애월해안도로맛집 #애월해안도로 #애월분위기좋은곳 #애월포장 #애월맛집인정 #애월도민맛집#애월분위기좋은곳 #애월술집 #애월여행 #제주애월맛집 #제주도애월맛집 #제주맛집탐방 #제주맛집추천 #제주맛집여행 #제주맛집투어 #애월가볼만한곳 #제주가볼만한곳 #애월포장맛집 #제주매운음식 #맛집탐방 #맛집탐방그램 #맛집여행 #제주도애월맛집",NA
"17","sanbang_jejuairport",".
비위생 중국산 김치가 논란이 되면서
식당을 찾는 손님들이 밑반찬도
신경을 많이 쓰시는데요~!

저희 산방식당제주공항점에서 내어드리는
밑반찬중 김치는 국내산김치로 직접 담궈
내어드리기 때문에 안심하고 드실 수 있습니다.

맛있는 밀면 또는 수육, 만두와 함께
곁들여 드셔보세요^^


<U+0001F4CD>제주 제주시 신대로7길 7

#산방식당 #신제주맛점 #산방식당제주공항점 #제주공항근처맛집 #노형맛집 #산방식당공항점 #제주산방식당 #제주밀면맛집 #신제주맛집 #연동맛집 #제주연동맛집 #맛스타그램 #먹스타그램 #제주먹거리 #노형냉면 #제주산방식당 #신제주냉면맛집 #신제주밀면맛집 #신제주맛집 #제주노형동맛집 #제주도맛집 #제주맛집 #제주도청맛집","2021년 3월 19일","좋아요 2개",NA,"우와 진짜로 김치가 너무 맛있겠네요~~^^",NA
"18","jeju.miondang","<U+0001F525> 제주오설록미온당 <U+0001F525>

<U+0001F386>  밤10시까지 영업 하는
( rast order : pm 8시 )
오설록맛집 미온당 <U+2728>

천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

<U+0001F52E>  탐나는 전 사용가능 <U+0001F52E>

<U+0001F9AE> 제주테이크아웃

<U+0001F34E> 한경면 중산간서로 3594
<U+0001F34E> OPEN  10 : 00~ 22 : 00

<U+0001F34E> 저청초등학교 앞
☎<U+FE0F> 064 773 0780

<U+0001F96C> 천연불맛 불쇼 미온당 메뉴

<U+2721> 주문후 불맛 불쇼 로 즉석에서 요리 합니다

_ 안매운 쭈꾸미 덮밥
_쭈꾸미 덮밥
_ 흑돼지두루치기 덮밥
_ 한치주물럭 덮밥
_ 안매운 불고기 덥밥
_ 데리야끼 중국식 새우볶음밥
_ 칠리 중국식새우 볶음밥

<U+0001F308> 면류
- 쭈꾸미 볶음 라면 ( 우동 )
- 흑돼지두루치기 볶음 라면 ( 우동 )
- 한치주물럭 볶음 라면 ( 우동 )

<U+0001F305> 천연불맛 불쇼 철판

_ 안매운 쭈꾸미
_ 쭈꾸미 철판
_ 쭈꾸미+직화삼겹살구이
_ 쭈꾸미+흑돼지두루치기
_ 쭈꾸미 +  직화새우구이

_ 한치주물럭 + 쭈꾸미
_한치주물럭+직화삼겹살구이
_ 한치주물럭+직화새우구이
_ 한치주물럭+흑돼지두루치기

_흑돼지두루치기+직화삼겹살구이
_ 흑돼지두루치기+새우직화구이
_ 흑돼지두루치기 철판

<U+0001F353>29년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

#오설록 #오설록티뮤지엄 #맛스타그램 #오설록맛집 #제주도맛집 #협재맛집 #한림맛집 #선팔 #저지리맛집 #제주여행 #송악산 #제주국제학교맛집 #제주신화월드맛집 #일상 #모슬포맛집 #서귀포맛집 #애월맛집 #제주맛집 #협재해수욕장 #중문맛집 #먹스타그램 #소통 #좋아요 #제주도민맛집
#셀카 #우도
#맛집 #셀스타그램 #소통해요 #산방산맛집
<U+0001F52E>  탐나는 전 사용가능","2021년 3월 19일",NA,"조회 1회",NA,NA
"19","guideoke__official","귀더크입니다.<U+0001F917><U+0001F60D>

운영시간이 AM 09시30분~PM6:00분 연중무휴 운영으로 매일매일 맛있는 커피와 브런치 드실수있어요<U+0001F60D> <U+0001F388>

오늘도 예쁜공간 열어둘께요 <U+0001F917>

전국어디에도 맛볼수없는 시그니처 수제와플&흑돼지수제카츠산도&현무암샷크림라떼&딸기에이드&솜구름샷라떼

Take out (흑돼지수제카츠산도+음료)<U+0001F44C>

제주유일 2019골든커피어워드 로스팅수상 제주전용 원두를 사용하고있습니다.<U+0001F917><U+0001F970> 원두 구매도 가능하며 문의는
DM주세요 ---- 제주의 여행의 시작 귀더크에서 마음에 여유를 느껴보아요<U+0001F917>
#귀더크 #제주귀더크 #제주브런치카페","2021년 3월 19일","좋아요 2개",NA,"<U+2764><U+FE0F><U+0001F60D>",NA
"20","jeju.miondang","<U+0001F525> 제주오설록미온당 <U+0001F525>

<U+0001F386>  밤10시까지 영업 하는
( rast order : pm 8시 )
오설록맛집 미온당 <U+2728>

천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

<U+0001F52E>  탐나는 전 사용가능 <U+0001F52E>

<U+0001F9AE> 제주테이크아웃

<U+0001F34E> 한경면 중산간서로 3594
<U+0001F34E> OPEN  10 : 00~ 22 : 00

<U+0001F34E> 저청초등학교 앞
☎<U+FE0F> 064 773 0780

<U+0001F96C> 천연불맛 불쇼 미온당 메뉴

<U+2721> 주문후 불맛 불쇼 로 즉석에서 요리 합니다

_ 안매운 쭈꾸미 덮밥
_쭈꾸미 덮밥
_ 흑돼지두루치기 덮밥
_ 한치주물럭 덮밥
_ 안매운 불고기 덥밥
_ 데리야끼 중국식 새우볶음밥
_ 칠리 중국식새우 볶음밥

<U+0001F308> 면류
- 쭈꾸미 볶음 라면 ( 우동 )
- 흑돼지두루치기 볶음 라면 ( 우동 )
- 한치주물럭 볶음 라면 ( 우동 )

<U+0001F305> 천연불맛 불쇼 철판

_ 안매운 쭈꾸미
_ 쭈꾸미 철판
_ 쭈꾸미+직화삼겹살구이
_ 쭈꾸미+흑돼지두루치기
_ 쭈꾸미 +  직화새우구이

_ 한치주물럭 + 쭈꾸미
_한치주물럭+직화삼겹살구이
_ 한치주물럭+직화새우구이
_ 한치주물럭+흑돼지두루치기

_흑돼지두루치기+직화삼겹살구이
_ 흑돼지두루치기+새우직화구이
_ 흑돼지두루치기 철판

<U+0001F353>29년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

#오설록 #오설록티뮤지엄 #맛스타그램 #오설록맛집 #제주도맛집 #협재맛집 #한림맛집 #선팔 #저지리맛집 #제주여행 #송악산 #제주국제학교맛집 #제주신화월드맛집 #일상 #모슬포맛집 #서귀포맛집 #애월맛집 #제주맛집 #협재해수욕장 #중문맛집 #먹스타그램 #소통 #좋아요 #제주도민맛집
#셀카 #우도
#맛집 #셀스타그램 #소통해요 #산방산맛집
<U+0001F52E>  탐나는 전 사용가능","2021년 3월 19일",NA,"조회 1회",NA,NA
"21","jeju.miondang","<U+0001F525> 제주오설록미온당 <U+0001F525>

<U+0001F386>  밤10시까지 영업 하는
( rast order : pm 8시 )
오설록맛집 미온당 <U+2728>

천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

<U+0001F52E>  탐나는 전 사용가능 <U+0001F52E>

<U+0001F9AE> 제주테이크아웃

<U+0001F34E> 한경면 중산간서로 3594
<U+0001F34E> OPEN  10 : 00~ 22 : 00

<U+0001F34E> 저청초등학교 앞
☎<U+FE0F> 064 773 0780

<U+0001F96C> 천연불맛 불쇼 미온당 메뉴

<U+2721> 주문후 불맛 불쇼 로 즉석에서 요리 합니다

_ 안매운 쭈꾸미 덮밥
_쭈꾸미 덮밥
_ 흑돼지두루치기 덮밥
_ 한치주물럭 덮밥
_ 안매운 불고기 덥밥
_ 데리야끼 중국식 새우볶음밥
_ 칠리 중국식새우 볶음밥

<U+0001F308> 면류
- 쭈꾸미 볶음 라면 ( 우동 )
- 흑돼지두루치기 볶음 라면 ( 우동 )
- 한치주물럭 볶음 라면 ( 우동 )

<U+0001F305> 천연불맛 불쇼 철판

_ 안매운 쭈꾸미
_ 쭈꾸미 철판
_ 쭈꾸미+직화삼겹살구이
_ 쭈꾸미+흑돼지두루치기
_ 쭈꾸미 +  직화새우구이

_ 한치주물럭 + 쭈꾸미
_한치주물럭+직화삼겹살구이
_ 한치주물럭+직화새우구이
_ 한치주물럭+흑돼지두루치기

_흑돼지두루치기+직화삼겹살구이
_ 흑돼지두루치기+새우직화구이
_ 흑돼지두루치기 철판

<U+0001F353>29년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

#오설록 #오설록티뮤지엄 #맛스타그램 #오설록맛집 #제주도맛집 #협재맛집 #한림맛집 #선팔 #저지리맛집 #제주여행 #송악산 #제주국제학교맛집 #제주신화월드맛집 #일상 #모슬포맛집 #서귀포맛집 #애월맛집 #제주맛집 #협재해수욕장 #중문맛집 #먹스타그램 #소통 #좋아요 #제주도민맛집
#셀카 #우도
#맛집 #셀스타그램 #소통해요 #산방산맛집
<U+0001F52E>  탐나는 전 사용가능","2021년 3월 19일",NA,"조회 2회",NA,NA
"22","jeju.miondang","<U+0001F525> 제주오설록미온당 <U+0001F525>

<U+0001F386>  밤10시까지 영업 하는
( rast order : pm 8시 )
오설록맛집 미온당 <U+2728>

천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

<U+0001F52E>  탐나는 전 사용가능 <U+0001F52E>

<U+0001F9AE> 제주테이크아웃

<U+0001F34E> 한경면 중산간서로 3594
<U+0001F34E> OPEN  10 : 00~ 22 : 00

<U+0001F34E> 저청초등학교 앞
☎<U+FE0F> 064 773 0780

<U+0001F96C> 천연불맛 불쇼 미온당 메뉴

<U+2721> 주문후 불맛 불쇼 로 즉석에서 요리 합니다

_ 안매운 쭈꾸미 덮밥
_쭈꾸미 덮밥
_ 흑돼지두루치기 덮밥
_ 한치주물럭 덮밥
_ 안매운 불고기 덥밥
_ 데리야끼 중국식 새우볶음밥
_ 칠리 중국식새우 볶음밥

<U+0001F308> 면류
- 쭈꾸미 볶음 라면 ( 우동 )
- 흑돼지두루치기 볶음 라면 ( 우동 )
- 한치주물럭 볶음 라면 ( 우동 )

<U+0001F305> 천연불맛 불쇼 철판

_ 안매운 쭈꾸미
_ 쭈꾸미 철판
_ 쭈꾸미+직화삼겹살구이
_ 쭈꾸미+흑돼지두루치기
_ 쭈꾸미 +  직화새우구이

_ 한치주물럭 + 쭈꾸미
_한치주물럭+직화삼겹살구이
_ 한치주물럭+직화새우구이
_ 한치주물럭+흑돼지두루치기

_흑돼지두루치기+직화삼겹살구이
_ 흑돼지두루치기+새우직화구이
_ 흑돼지두루치기 철판

<U+0001F353>29년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

#오설록 #오설록티뮤지엄 #맛스타그램 #오설록맛집 #제주도맛집 #협재맛집 #한림맛집 #선팔 #저지리맛집 #제주여행 #송악산 #제주국제학교맛집 #제주신화월드맛집 #일상 #모슬포맛집 #서귀포맛집 #애월맛집 #제주맛집 #협재해수욕장 #중문맛집 #먹스타그램 #소통 #좋아요 #제주도민맛집
#셀카 #우도
#맛집 #셀스타그램 #소통해요 #산방산맛집
<U+0001F52E>  탐나는 전 사용가능","2021년 3월 19일",NA,"조회 1회",NA,NA
"23","jeju.miondang","<U+0001F525> 제주오설록미온당 <U+0001F525>

<U+0001F386>  밤10시까지 영업 하는
( rast order : pm 8시 )
오설록맛집 미온당 <U+2728>

천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

<U+0001F52E>  탐나는 전 사용가능 <U+0001F52E>

<U+0001F9AE> 제주테이크아웃

<U+0001F34E> 한경면 중산간서로 3594
<U+0001F34E> OPEN  10 : 00~ 22 : 00

<U+0001F34E> 저청초등학교 앞
☎<U+FE0F> 064 773 0780

<U+0001F96C> 천연불맛 불쇼 미온당 메뉴

<U+2721> 주문후 불맛 불쇼 로 즉석에서 요리 합니다

_ 안매운 쭈꾸미 덮밥
_쭈꾸미 덮밥
_ 흑돼지두루치기 덮밥
_ 한치주물럭 덮밥
_ 안매운 불고기 덥밥
_ 데리야끼 중국식 새우볶음밥
_ 칠리 중국식새우 볶음밥

<U+0001F308> 면류
- 쭈꾸미 볶음 라면 ( 우동 )
- 흑돼지두루치기 볶음 라면 ( 우동 )
- 한치주물럭 볶음 라면 ( 우동 )

<U+0001F305> 천연불맛 불쇼 철판

_ 안매운 쭈꾸미
_ 쭈꾸미 철판
_ 쭈꾸미+직화삼겹살구이
_ 쭈꾸미+흑돼지두루치기
_ 쭈꾸미 +  직화새우구이

_ 한치주물럭 + 쭈꾸미
_한치주물럭+직화삼겹살구이
_ 한치주물럭+직화새우구이
_ 한치주물럭+흑돼지두루치기

_흑돼지두루치기+직화삼겹살구이
_ 흑돼지두루치기+새우직화구이
_ 흑돼지두루치기 철판

<U+0001F353>29년동안 요리를 연구한 천연불맛 불쇼 쭈꾸미 흑돼지두루치기 한치주물럭 오설록 미온당

#오설록 #오설록티뮤지엄 #맛스타그램 #오설록맛집 #제주도맛집 #협재맛집 #한림맛집 #선팔 #저지리맛집 #제주여행 #송악산 #제주국제학교맛집 #제주신화월드맛집 #일상 #모슬포맛집 #서귀포맛집 #애월맛집 #제주맛집 #협재해수욕장 #중문맛집 #먹스타그램 #소통 #좋아요 #제주도민맛집
#셀카 #우도
#맛집 #셀스타그램 #소통해요 #산방산맛집
<U+0001F52E>  탐나는 전 사용가능","2021년 3월 19일","좋아요 1개",NA,NA,NA
"24","umayudon","아침 저녁으로 일교차가 심하죠<U+0001F927>
이럴땐 건강에 더 유의하세요.

오늘도 따뜻한 우동 준비했습니다.
3월19일 금요일
정상영업중 입니다.
식사하러 오세요<U+0001F60A>","2021년 3월 19일","좋아요 15개",NA,"<U+0001F60D>",NA
